game_name,box_txt,game_tag,game_intro
隐形守护者,开发：New One Studio | 网络：单机 | 类型：冒险,"文字,国产",【安卓版注意事项】该版本可免费体验第一章节，想进行完整游戏，须在游戏内登陆购买。【游戏介绍】《隐形守护者》长篇真人互动影像作品（橙光授权改编新作），创造属于每个人自己的谍战传奇！ 人间正道是沧桑！谨以此作品向曾经奋斗在秘密战线的无名英雄们致敬！总有一种理想，值得我们为之守护……你是否曾经幻想在抗战年代，独自潜伏于多方黑暗势力之中，成为一名隐形守护者，为抗战胜利奉献青春甚至牺牲生命？时代、信仰、忠孝、情义、爱恨、恩仇、人性……万象艰险之中，当你置身于两难境地之时，究竟该如何选择？乱世谍战，守护初心，看地下英雄如何周旋于各方势力！获取情报，扭转乾坤，你的选择诞生百千种生死剧情！踏上隐形的战场，这个使命你能否完成？这个秘密你能否守护？人间正道是沧桑，谨以此作品向曾经奋斗在秘密战线的无名英雄们致敬！【剧情背景】你叫肖途，两年前的你，还是上海一个名慷慨激昂的爱国学生，在街头奔走疾呼“抗日救亡”，却因年少血气方刚，被逮捕入狱。释放后老师安排你去往日本留学，两年后，你当年的爱国学生形象早已被人们遗忘，老师与组织决定让你打入敌人内部，你要如何机智地扮演好这个“谍中谍”？面对一个个艰难的选择是顾全大局还是心慈手软？ 一起回到战火纷飞的动荡年代，成为一名隐形守护者，亲身体验步步为营的谍战人生。你的每一个选择都将影响结局的走向，上百种分支剧情等你解锁！四大完全不同的大结局让你感慨万千！
元气骑士,开发：ChillyRoom | 网络：单机 | 类型：角色扮演,像素,“世界危在旦夕，时间处于剑与魔法的时代，维持世界平衡的魔法石被拥有高科技的外星生物夺走了，你能否夺回魔法石拯救这个世界？”故事我们实在编不下去了，就是想做一个丧心病狂打怪兽的游戏！我们相信这就是你潜意识中一直渴望的那个游戏！探索地牢，收集各种奇异的武器，然后丧心病的战爆小怪兽！超级简单，超级直觉的操作，流畅又有趣的游戏体验，外加一些rogue-like元素，至今手机上能找到的最好的射击游戏。【游戏特色】* 各种奇葩的英雄以及技能。* 大量独特的武器等你发现。* 随机生成的关卡，每次都有新体验。* 独特的NPC，可以与你并肩作战。* 自动瞄准功能，再也不怕手残。* 无数其他特点，玩玩就知道了！
地下城与治疗者,开发：Next Phase | 网络：单机 | 类型：角色扮演,奇幻,《地下城与治疗者》是3D实时RPG游戏与一辆坦克和三名攻击者一起扮演Raid领导者和治疗者的角色，探索包裹在黑暗中的独特地牢。- 从未有过的新控制系统游戏中内置了新的控制系统，这种新的控制系统为您提供与实际施法相同的体验，并且针对屏幕触摸设备进行了优化。- 新经验和巨大成就感和团队成员并肩作战，与他们一起成长并应对更困难的地牢提供全新的经验和成就感。- 英雄收集和多样的物品游戏提供了一种新的方式来收集英雄和物品，并获取金币等游戏内物品。- 智能AI突袭成员基于智能AI行动，并了解每次突袭所需的战术。决定他们是活还是死的权力是赋予你的，因此他们绝对忠于你。观察它们也将带来新的乐趣。- 是一次真实的地下城突袭突袭一旦进入战斗，混乱的画面就会展开。但是，突袭队员将根据他们优化的战术而行动，因此，如果您专注于治愈他们以便能够成功地执行其战术，那么“伟大的存在”就是您的了。
月球救援任务,开发：Top Secret Developments | 网络：单机 | 类型：冒险,"模拟,科幻,汉化",《月球救援任务》是一款极其烧脑的策略解谜游戏，你需要救出那些探月计划失败的宇航员们，他们的飞船出现了故障，通过各种场景解谜，充分利用道具和载具，发挥你的智慧来达成救援的目的，丰富的关卡内容挑战让你一次玩个够！画面的制作非常的精美，未来科幻的氛围营造的很出色！你可驾驶的车辆包括母舰，救援着陆器，磁力救援升降机，月亮车，磁性货车，货物升降平台，货物越野车平台和起重机。完成所有3星级的月球任务，并获得所有可用车辆的沙盒任务。【关于汉化】本作为汉化版，感谢手谈汉化组的辛勤劳动！手谈汉化组微信公众号：shoutanhanhua。技术：手谈叶、三观翻译：凉测试：手谈汪、柠檬、16吉祥物：跑去看天气之子的手谈姬
洛克的任务,开发：HandyGames | 网络：单机 | 类型：角色扮演,"奇幻,像素,街机",为防御作好准备，在新一代重新修订广受好评的游戏机游戏《洛克的任务——Lock's Quest》中与发条部落作战！你扮演洛克(Lock)，一个偶然发现他的村庄被入侵的男孩，这引发了王国部队(Kingdom Force)与由邪恶的艾格尼勋爵(Lord Agony)领导、复活的发条军(Clockwork Army)之间更加不可收拾的战争。 当经历过75天的战争，在十多个独特的地图上，经过一系列炮塔、陷阱以及特殊攻击的帮助之下，一个令人抓狂的故事就此展开。体验前所未有的游戏质量、一流的配乐、全新的高清晰度画像以及修订的游戏版本。 【游戏特色】● 游戏无广告！● 安置王国部队，以全新的无尽模式(Endless Mode)来保卫你的首府 — 安东尼亚防御(Antonia Defense)！● 每天建立你的防御工事来防御发条军的定时攻击。使用数十尊炮塔、陷阱与助手来阻止敌人前进。● 使用上下文敏感的特殊攻击以及毁灭性的超级攻击，协同你的防御同时进行战斗，这些攻击会影响各式各样的敌人。● 通过手绘的电影及过场动画来讲述多角色演员的故事，解锁王国部队与Archineers的秘密。● 全平板支持
老人之旅,开发：Broken Rules GmbH | 网络：单机 | 类型：冒险解谜,,《老人之旅》是由Broken Rules GmbH出品的一款冒险游戏，讲述的是通过记忆碎片来解开老人的过往故事，玩家可以从各种有特色的线索和谜题来一步一步揭开老人的故事，通过游戏描绘的美丽风景和远山来重走老人走过的道路。
僵尸危机：生死之战,开发：Gameloft | 网络：单机 | 类型：末日生存,3D,【安卓版注意事项】本游戏需要下载100MB左右的数据，并需要挂载VPN进行下载，请保持网络畅通并预留出足够空间。【游戏介绍】《僵尸危机：生死之战》是由Gameloft出品的一款末日生存冒险游戏。游戏中会有三个手持板斧、弓箭和路障等武器的角色供玩家选择，你需要找到地球上最后幸存的人类，教会他们末日中顽强存活并和在城市中四处游荡的活人以及僵尸战斗。建立防御设施保护你的营地，阻止入侵者大军，寻找世界末日背后隐藏的秘密。你有能力在人间炼狱生存吗？
奇异人生,开发：SQUARE ENIX | 网络：单机 | 类型：冒险,"3D,奇幻,美少女,汉化",【安卓版注意事项】游戏包含第一章节内容，其余章节可在游戏中免费下载。【游戏介绍】《奇异人生》是由SQUARE ENIX出品的一款冒险游戏，共分为五个章节发售。本作的背景设定为俄勒冈州，世外桃源港湾的一座虚构城镇，出走5年的大学生Max Caulfield回到了小镇，然后与好友Chloe一起探寻同学Rachel Amber神秘失踪的真相。该作引入了美剧一样的章节模式，拥有大量选择，Max一开始会发现其有着特别的力量，能够穿越时空，这将影响游戏的剧情。【关于汉化】本作为汉化版，感谢手谈汉化组的辛勤劳动！手谈汉化组微信公众号：shoutanhanhua。手谈姬的Q群：590243739手谈汉化组官网地址：www.shoutanhanhua.com技术：手谈叶翻译：基于PC官方中文移植测试：手谈姬、倦梦还、白桦、柠檬吉祥物：最近还在追《命运石之门0》的手谈姬
暗黑复仇者3,开发：NEXON Company | 网络：单机 | 类型：动作角色扮演,3D,【安卓版注意事项】本作需要Google Play支持并使用代理才能开始游戏。【iOS版注意事项】本游戏需要港区帐号才能下载安装。【游戏介绍】当黑暗朝向世界袭来，邪恶的一方正在黑暗之中虎视眈眈。前方道路虽满布荆棘，但是你必须战胜这一切，在地狱之恶荒废整个世界之前，抢先破坏所有邪恶之源头。《暗黑复仇者3》以卓越的画面展示、革命性游戏体验与充满力量的BOSS战打造专属于你的动作RPG游戏。从震撼天地的狂战士到施展咒语的法师，在众多职业之中选择你所爱的角色吧！ 以卓越的技巧击退残忍的BOSS，在竞技场单挑其他玩家！唤醒心中的沉睡力量吧！【游戏特色】BOSS战进入探险深渊，挑战自我技术的极限！叹为观止的画面展示体验《暗黑复仇者3》精致细腻的视觉飨宴！革命性的游戏体验利用精神支配的能力控制怪物，与敌人一较高下！壮观的副本Raid与我军公会成员一同探险充满危险的副本，获取稀有奖励！
江湖X：汉家江湖,开发：深圳市汉家松鼠网络科技有限公司 | 网络：网游 | 类型：角色扮演,,《江湖X:汉家江湖》：《江湖X》二代，全新升级！-- 汉家松鼠独立游戏工作室出品前作《江湖X》获得：* 多次AppStore首页推荐* 入选AppStore热游榜推荐* AppStore武侠游戏专栏推荐* AppStore中文独立游戏专题推荐* 触乐、口袋巴士、手游龙虎豹等各大游戏媒体推荐报道* Taptap 2016年度最佳游戏、最佳独立游戏提名【剧情提要】北朝与南朝的战争连绵不断，在大地上留下了不可磨灭的伤痕。流离失所的黎民百姓饱受异族欺凌，深处内忧外患之间的中原武林四分五裂，面临从未有过的危机。少林寺方丈、离忧谷谷主、衡山派掌门……接连离世，一场惊心动魄的阴谋正在酝酿当中。谁是仗剑而出的白衣侠士？谁又能拯救中原武林于危难？十大名剑：无名、红云、月白、东灵、紫霄……古已有之，颇具灵性，只有在真正的主人手中才能共鸣。千百年来，它们像沉睡的谜一样隐匿于世。传说十大名剑只有在乱世才会重出江湖，谁是十大名剑真正的主人？何时十大名剑才能发出刺破黑暗的耀眼的光芒？这是一部伙伴众多、名士云集的“群侠传”，不仅有雄姿英发的少年辛弃疾、血溅桃花扇的李香君等知名历史人物，还有清丽脱俗的桃花仙子、一袭潇洒之风的大侠耶律红、古灵精怪的屈心姑娘、冷若冰霜的张月小姐、琴剑双绝的大师姐李佩芷、行动如鬼魅一般的霓裳、身世可怜的寒烟翠秀姐妹等原创角色。扶贫济弱的江湖行侠与抗击外敌的家国之战相交织，诠释着侠的精义。【游戏特色】- 独具魅力的世界观与剧情设定，开放世界剧情走向- 变化万千的强策略战斗，强调竞技性的论剑系统- “人工开放世界”，用细节刻画出一个多变的宏大世界- 50+可加入队友，独具特色的天赋人物刻画- 100+可学习武学，超高自由度的套路搭配，这是个套路满满的游戏！- 做为一个高自由度游戏，怎能没有捏脸呢？！【全新升级】与前作《江湖X》相比，游戏在各方面均进行了全新升级：- 新的剧情，几乎所有可加入队友剧情均进行了拓展延伸。主线剧情中，新的名剑“紫霄”、黑衣教的恩怨…采石矶一战之后，天下格局产生新的变化！- 独具特色的手绘风格水墨画质- 我们联手《仙剑》音乐制作人林坤信、国内精品音乐团队创作了新的游戏音乐- 玩法升级，基于《江湖X》玩家对战系统中的运营经验，我们推出了全新的擂台系统、论剑系统，支持玩家实时进行匹配、对战！- 新的享受，我们调整了从1级到顶级（50级）的升级体验，让整个流程更为紧凑流畅！ - 新的挑战，全新的50级挑战副本，全新的挑战机制、装备！【支持设备】** 注意：iPhone 4、iPhone 4S，目前版本不支持在这些设备上运行。【特别说明】我们特别推出了“转档服务”，《江湖X》老玩家的角色档案，可以免费自助转入《汉家江湖》服务器“明月楼”。具体操作方法请见游戏内公告。欢迎各位松鼠粉丝在百度贴吧“汉家松鼠”吧与工作室及广大玩家进行互动《江湖X》官方QQ群：533348793、564624191客服/GM QQ：2978736528、2870855441、2928805674微信公众号：汉家松鼠新浪微博：汉家松鼠
